 0.9999999776E-02   0.3926689728E-09
 0.1011579432E-01   0.3961774720E-09
 0.1023292969E-01   0.3995565029E-09
 0.1035142144E-01   0.4028063506E-09
 0.1047128525E-01   0.4059294868E-09
 0.1059253702E-01   0.4089283432E-09
 0.1071519281E-01   0.4123752210E-09
 0.1083926890E-01   0.4158869008E-09
 0.1096478172E-01   0.4192642793E-09
 0.1109174791E-01   0.4225107569E-09
 0.1122018429E-01   0.4256295140E-09
 0.1135010791E-01   0.4286215864E-09
 0.1148153596E-01   0.4314894296E-09
 0.1161448588E-01   0.4342354548E-09
 0.1174897529E-01   0.4377194112E-09
 0.1188502201E-01   0.4413635070E-09
 0.1202264408E-01   0.4448669165E-09
 0.1216185974E-01   0.4482333366E-09
 0.1230268744E-01   0.4514661854E-09
 0.1244514584E-01   0.4545663633E-09
 0.1258925384E-01   0.4575364486E-09
 0.1273503053E-01   0.4603789755E-09
 0.1288249524E-01   0.4643812109E-09
 0.1303166750E-01   0.4686762496E-09
 0.1318256710E-01   0.4728122329E-09
 0.1333521403E-01   0.4767932956E-09
 0.1348962853E-01   0.4806232533E-09
 0.1364583107E-01   0.4843031492E-09
 0.1380384235E-01   0.4878358765E-09
 0.1396368331E-01   0.4912242684E-09
 0.1412537514E-01   0.4951953738E-09
 0.1428893928E-01   0.4992619269E-09
 0.1445439739E-01   0.5031706378E-09
 0.1462177143E-01   0.5069253442E-09
 0.1479108356E-01   0.5105296647E-09
 0.1496235624E-01   0.5139851254E-09
 0.1513561216E-01   0.5172946314E-09
 0.1531087429E-01   0.5204610229E-09
 0.1548816586E-01   0.5243925948E-09
 0.1566751036E-01   0.5284794202E-09
 0.1584893158E-01   0.5324040833E-09
 0.1603245356E-01   0.5361707387E-09
 0.1621810063E-01   0.5397832525E-09
 0.1640589738E-01   0.5432428945E-09
 0.1659586872E-01   0.5465526437E-09
 0.1678803982E-01   0.5497154391E-09
 0.1698243616E-01   0.5534926797E-09
 0.1717908351E-01   0.5573739961E-09
 0.1737800792E-01   0.5610940506E-09
 0.1757923577E-01   0.5646570803E-09
 0.1778279372E-01   0.5680669791E-09
 0.1798870877E-01   0.5713249122E-09
 0.1819700820E-01   0.5744338782E-09
 0.1840771963E-01   0.5773968079E-09
 0.1862087097E-01   0.5811981642E-09
 0.1883649050E-01   0.5851766283E-09
 0.1905460678E-01   0.5889879656E-09
 0.1927524873E-01   0.5926365837E-09
 0.1949844559E-01   0.5961265447E-09
 0.1972422695E-01   0.5994590241E-09
 0.1995262273E-01   0.6026371445E-09
 0.2018366321E-01   0.6056639589E-09
 0.2041737902E-01   0.6097125095E-09
 0.2065380113E-01   0.6139940528E-09
 0.2089296087E-01   0.6180978269E-09
 0.2113488996E-01   0.6220280485E-09
 0.2137962045E-01   0.6257887379E-09
